brand_id,Name,No_of_items,Manufacturer
696,Lehigh Valley Dairy Farms,35,Dean Foods Company
697,Go Veggie!,34,Galaxy Foods
698,Apple & Eve,34,"Apple & Eve, L.L.P."
699,Calhoun Bend,34,
700,Natural Nectar,34,Natural Nectar
701,Raid,34,S.C. Johnson And Son
702,Swiffer,34,Procter & Gamble Company
703,Drews All Natural,34,
704,Zuke's,34,
705,Pure Power,34,"Ahold USA, Inc."
706,International Collection,34,Liberty Richter
707,Phillips,34,"Phillips Foods, Inc."
708,Bakery On Main,34,Bakery On Main
709,Polaner,34,B&G Foods
710,Swanson,34,Campbell Soup Company
711,Spectrum Essentials,34,"The Hain Celestial Group, Inc."
712,Cleanwell,34,CleanWell Company
713,Yehuda,34,"HKS Marketing, Ltd."
714,Nutra Origin,34,
715,Lifestyles,34,Ansell Healthcare Products LLC
716,Chocolove,34,Chocolove
717,Di Bruno Bros.,34,Di Bruno Bros Imports
718,Health Plus,33,
719,Vaseline,33,Unilever Home And Personal Care USA
720,Light & Fit,33,"The Dannon Company, Inc."
721,Lightlife,33,"Lightlife Foods, Inc."
722,Pure Life,33,
723,Fage,33,"Fage USA Dairy Industry, Inc."
724,Head & Shoulders,33,Procter & Gamble Company
725,Opi,33,"OPI Products, Inc."
726,Trident,33,Trident Seafoods Corporation
727,Popchips,33,Popchips Inc.
728,Bausch + Lomb,33,Bausch + Lomb
729,Covergirl,33,Procter & Gamble Company
730,Yerba Prima,33,"Yerba Prima, Inc."
731,Cheerios,33,"General Mills, Inc."
732,Annie's Naturals,33,Annie's Homegrown Inc.
733,Activia,33,"The Dannon Company, Inc."
734,Fresh Gourmet,33,"Fresh Gourmet Company, LLC"
735,Chi-chi's,33,Hormel Foods Corporation
736,Too Good Gourmet,33,
737,Boulder Canyon,33,
738,Lactaid,33,"HP Hood, LLC"
739,Party Creations,33,Creative Converting
740,Veria,33,
741,King Arthur Flour,33,King Arthur Flour Co. Inc.
742,Ripon Good,32,
743,Prince,32,New World Pasta Company
744,Banana Boat,32,Energizer Personal Care
745,Acadia,32,"Ahold USA, Inc."
746,Raw Revolution,32,Raw Indulgence Ltd.
747,Blum Naturals,32,
748,Hero Nutritional Products,32,
749,Scharffen Berger,32,"Scharffen Berger Chocolate Maker, Inc."
750,Speed Stick,32,Colgate-Palmolive Company
751,Freshpet,32,Freshpet
752,Sesmark,32,Panos Brands LLC
753,Dr Praeger,32,
754,Canus,32,Canus
755,Vintage,32,Cott Beverages Inc.
756,Zand,32,"NutraPure, Inc."
757,Eco-bags,32,
758,Buried Treasure,32,
759,San Francisco Bay,32,Rogers Family Company
760,Tabasco,32,McIlhenny Company
761,Zevia,32,Zevia
762,Natural Earth,32,
763,Munchkin,32,"Munchkin, Inc"
764,Ecobags,32,
765,Classico,32,H.J. Heinz Company
766,Just For Men,32,Combe Incorporated
767,Albanese,32,"Albanese Confectionery Group, Inc."
768,Sunkist,32,"General Mills, Inc."
769,Southeastern Mills,31,Southeastern Mills Inc.
770,Maple Grove,31,
771,Truroots,31,"Enray, Inc."
772,Schiff,31,Reckitt Benckiser
773,Stewarts,31,Stewarts
774,Citrus Magic,31,"Beaumont Products, Inc."
775,Sweets,31,
776,Grabgreen,31,
777,Annie Chuns,31,
778,Healthy 'n Fit,31,
779,Old London,31,"Old London Foods, Inc."
780,Mario Batali,31,"Gia Brands, Inc."
781,Whiskas,31,MARS Petcare US
782,Palmolive,31,Colgate-Palmolive Company
783,Litehouse,31,Litehouse Inc.
784,Robitussin,31,Pfizer Consumer Healthcare
785,Kroeger Herb,31,
786,Haagen-dazs,31,Nestle USA Inc.
787,European Gourmet Bakery,31,
788,Gamesa,31,
789,Ball,31,"Hearthmark, LLC"
790,Ball Park,31,Oscar Mayer Foods Corp.
791,Guittard,31,
792,True,31,True Fabrications
793,Juicy Juice,31,Nestle USA Inc.
794,Diet Coke,30,380
795,Radius,30,
796,Steaz,30,The Healthy Beverage Company
797,Tribe,30,"Tribe Mediterranean Foods, Inc."
798,Dr. Venessa's Formulas,30,
799,Sensible Portions,30,"The Hain Celestial Group, Inc."
800,Stop & Shop,30,"Ahold USA, Inc."
801,Nutrition53,30,
802,Rudis,30,
803,Health From The Sun,30,
804,Baileys,30,"HP Hood, LLC"
805,Evol,30,"Phil's Fresh Foods, LLC"
806,Durex,30,Reckitt Benckiser
807,Hot Pockets,30,Nestle USA Inc.
808,Tums,30,"Glaxosmithkline Consumer Healthcare, Lp."
809,Deep,30,"Deep Foods, Inc."
810,S & W,30,
811,Kosher Confusion Enders,30,
812,Joyva,30,Joyva Corp.
813,Rickland Orchards,30,Rickland Orchards
814,Irish Spring,30,Colgate-Palmolive Company
815,Blanchard & Blanchard,30,
816,Hatfield,30,Clemens Food Group
817,One A Day,30,Bayer HealthCare Consumer Care
818,Bahlsen,30,Bahlsen Inc.
819,Blue Bunny,30,"Wells Enterprises, Inc."
820,Duracell,29,Procter & Gamble Company
821,Krinos,29,Krinos Foods Inc
822,Mushroom Wisdom,29,
823,Ruffles,29,"Frito-Lay, Inc."
824,Newmans Own Organic,29,
825,Kinnikinnick,29,Kinnikinnick Foods Inc.
826,Oxi Clean,29,"Church & Dwight Co., Inc."
827,Soothing Touch,29,
828,Swad,29,
829,Crown Prince,29,Crown Prince
830,Stride,29,Mondelez Global LLC
831,Caffe D Vita,29,
832,Bragg,29,Bragg Live Food Products
833,Goodnites,29,"Kimberly-Clark Global Sales, LLC."
834,Gardein,29,"Garden Protein International, Inc."
835,Erba Vita,29,
836,Snack Pack,29,ConAgra Foods Inc.
837,Mishpacha,29,
838,Natren,29,
839,Johnsonville,29,"Johnsonville Sausage, L.L.C."
840,Johnson & Johnson,29,Johnson & Johnson
841,Kohinoor,29,
842,Dickinson,29,
843,St Jude,29,
844,Schweppes,29,"Dr. Pepper/Seven Up, Inc."
845,Eucerin,29,Beiersdorf Inc.
846,Ecotools,29,Paris Presents Incorporated
847,Cadbury,29,The Hershey Company
848,Jack Link's,29,"Snyder's Of Hanover, Inc."
849,Tea Tree Therapy,29,
850,Himalayan Salt,29,
851,Kineret,29,
852,Sprite,29,The Coca-Cola Company
853,Simply 7,29,Simply 7 Snacks
854,Country Choice,28,Country Choice Organic
855,Terra Chips,28,
856,Al Fresco,28,Kayem Foods
857,Biokleen,28,Biokleen
858,Sweet Baby Ray's,28,Sweet Baby Ray's Inc.
859,Ensure,28,Abbott Nutrition
860,Schicks,28,
861,Pukka Herbal Teas,28,
862,Endurox,28,
863,La Tortilla Factory,28,La Tortilla Factory Inc
864,Sylvias,28,
865,Ashers,28,
866,Captain Rodneys,28,
867,Wissotzky,28,
868,Calico Cottage,28,
869,Honest Tea,28,Honest Tea
870,Breakstone's,28,"Kraft Foods, Inc."
871,Alouette,28,"Alouette Cheese Usa, LLC."
872,New England Coffee,28,"New England Tea & Coffee Co., Inc."
873,Pez,28,"Pez Candy, Inc."
874,Nature's Baby Organics,28,Nature's Baby Organics
875,Numi Teas,28,
876,Toblerone,28,Mondelez Global LLC
877,Bear Naked,28,Bear Naked Inc.
878,Powerade,28,380
879,Barbara's,28,"The Weetabix Company, Inc."
880,Top Secret Nutrition,28,
881,Smart Balance,28,GFA Brands Inc.
882,Gillette Fusion,28,Procter & Gamble Company
883,Lucini,28,Lucini Italia
884,Life Savers,28,Wm. Wrigley Jr. Company
885,Energizer,28,Energizer Holdings. Inc
886,Lafe's Natural Body Care,28,
887,Downy,28,Procter & Gamble Company
888,Toms Of Maine,28,
889,El Rio,28,"World Finer Foods, Inc."
890,Laci Le Beau,28,
891,Tofurky,28,The Tofurky Company
892,A Vogel,28,
893,Luvo,27,"Lyfe Kitchen Retail, Inc."
894,Natural Vitality,27,
895,Action Labs,27,
896,Sticky Fingers,27,"Ken's Foods, Inc."
897,Monterey Gourmet Foods,27,Pulmuone
898,Montchevre,27,"Betin, Inc"
899,Giovanni Cosmetics,27,
900,Lifestyle Foods,27,"Lifestyle Foods, Inc."
901,Silva Regal Spanish,27,
902,Zia Natural Skin Care,27,
903,Skinnygirl,27,Jim Beam Brands Co.
904,Pet,27,Dean Foods Company
905,Alacer,27,
906,Gain,27,Procter & Gamble Company
907,Earth Friendly,27,
908,Bonne Bell,27,"Bonne Bell, Inc"
909,Davida,27,
910,Muffin Town,27,
911,Bornfree,27,
912,Harmony Farms,27,
913,Wonderful,27,"Paramount Farms, Inc."
914,Surya Brasil,27,
915,Musselman's,27,Knouse Foods
916,Justins,27,
917,All,27,The Sun Products Corporation
918,Purex,27,The Dial Corporation
919,Slim-fast,27,Unilever Bestfoods North America
920,Sable & Rosenfeld,27,
921,Lofthouse,27,Ralcorp Frozen Bakery Products
922,Natural Chemistry,27,
923,Brach's,27,"Farley's & Sathers Candy Company, Inc."
924,Nescafe,27,Nestle USA Inc.
925,Vita,27,Vita Food Products
926,Eco Ditty,27,
927,Ellas Kitchen,27,
928,Arnold,27,"Arnold Products, Inc."
929,Pop-secret,27,"Diamond Foods, Inc."
930,Streit's,27,Aron Streit Inc.
931,Southern Gourmet,27,"Kent Precision Foods Group, Inc."
932,Nuk,27,"Playtex Products, Inc"
933,Archway,27,Lance Mfg. Llc
934,La Tourangelle,27,"La Tourangelle, Inc."
935,Jennies,27,Jennies Gluten Free Bakery
936,Bionaturae,27,Euro USA Trading Co Inc.
937,Naked,26,Naked Juice Co.
938,Mortons,26,
939,Nexxus,26,Nexxus Products Company
940,Happybaby,26,"Nurture, Inc."
941,Spectrum,26,"The Hain Celestial Group, Inc."
942,El Monterey,26,Ruiz Foods
943,Ians Natural Foods,26,
944,Ja-ru,26,Ja-Ru Inc
945,Langers,26,"Langer Juice Company, Inc."
946,S. Rosen's,26,"Alpha Baking Co., Inc."
947,Skinny Cow,26,Nestle USA Inc.
948,Pictsweet,26,The Pictsweet Company
949,Red Baron,26,The Schwan Food Company
950,Gud,26,"Burt's Bees, Inc."
951,Kerrygold,26,Irish Dairy Board
952,Bernard Jensen,26,
953,Kleenex Cottonelle,26,"Kimberly-Clark Global Sales, LLC."
954,Mantova,26,
955,Tillamook,26,
956,Claritin,26,"MSD Consumer Care, Inc."
957,Kettle Cuisine,26,
958,Horizon,26,WhiteWave Foods
959,Clearasil,26,Reckitt Benckiser
960,Eichtens,26,
961,Chex Mix,26,"General Mills, Inc."
962,Libby's,26,ConAgra Foods Inc.
963,Herbs For Kids,26,Herbs for Kids
964,Powerhouse,26,"Personal Care Products, LLC"
965,Millers Cheese,26,
966,Scrubbing Bubbles,26,S.C. Johnson And Son
967,Mrs Renfro,26,
968,Refresh,26,"Allergan, Inc."
969,Oberweis,26,"Oberweis Dairy, Inc."
970,Little Remedies,26,"Prestige Brands, Inc."
971,Canada Dry,26,"Dr. Pepper/Seven Up, Inc."
972,Crosse & Blackwell,26,The J.M. Smucker Company
973,Community Coffee,26,
974,Land O Lakes,26,
975,Poland Spring,26,Nestle Waters North America Inc.
976,Aurora Natural,26,"Aurora Products, Inc."
977,Nugo Nutrition,26,
978,Corelle,26,"World Kitchen, Inc"
979,Chex,26,"General Mills, Inc."
980,Fit & Fresh,26,"Medport, LLC"
981,Bulk Fruits,26,
982,Westsoy,25,"The Hain Celestial Group, Inc."
983,Bonne Maman,25,American Marketing Team
984,San Marcos,25,Empac San Marcos
985,Brachs,25,
986,Clif Bar,25,
987,Interdesign,25,interDesign Inc.
988,Lunchskins,25,
989,Reynolds,25,Reynolds Consumer Products Inc.
990,Natracare,25,
991,As Seen On Tv,25,Allstar Products Group
992,Florida's Natural,25,Florida's Natural Growers
993,Crystal,25,"Baumer Foods, Inc."
994,Allens,25,"Allens, Inc."
995,Ginger People,25,Royal Pacific Foods
996,J. Skinner,25,James Skinner Baking Co
997,Fritos,25,"Frito-Lay, Inc."
998,Williams,25,Combe Incorporated
999,Numi,25,"Numi, LLC"
1000,Bayer,25,Bayer HealthCare Consumer Care
1001,Pataks,25,
1002,Sharpie,25,Newell Rubbermaid
1003,Long Grove,25,
1004,Onyx & Green,25,
1005,Shikai,25,
1006,Good Health,25,Good Health Natural Products Inc.
1007,Van's,25,Van's Natural Foods
1008,Domino,25,"Domino Foods, Inc."
1009,Brisk,25,Lipton
1010,Vosges Haut,25,
1011,Nair,25,"Church & Dwight Co., Inc."
1012,Seed,25,
1013,Juanitas,25,
1014,Bridgford,25,Bridgford Foods Corporation
1015,Sterilite,25,Sterilite Corporation
1016,Snapdragon,25,
1017,Xo Baking,25,
1018,Farm Rich,25,Rich Products Corporation
1019,Rio Grande,25,"Rio Grande Products, Inc."
1020,Home Profiles,25,Malden International Designs Inc
1021,Haolam,25,"World Cheese Co., Inc."
1022,Maple Grove Farms Of Vermont,25,B&G Foods
1023,Al Dente,25,
1024,Hellmann's,25,Unilever Bestfoods North America
1025,Udis,25,
1026,Manitoba Harvest,25,Manitoba Harvest Hemp Foods
1027,Tofutti,25,Tofutti Brands Inc.
1028,La Jolla,24,
1029,Inglehoffer,24,"Beaverton Foods, Inc."
1030,Western,24,Unilever Bestfoods North America
1031,Leculture,24,
1032,Colgin,24,The Colgin Companies
1033,Off!,24,S.C. Johnson And Son
1034,"S&s Brands, Inc.",24,"Ahold USA, Inc."
1035,Shibolim,24,
1036,Parissa,24,
1037,Naturally Fresh,24,Bay Valley Foods
1038,Bounce,24,Procter & Gamble Company
1039,Mentos,24,Perfetti Van Melle USA Inc
1040,Morton,24,"Morton Salt, Inc."
1041,Taliah Waajid,24,Headlines Hair & Beauty Supplies Ltd.
1042,Method Home Care,24,
1043,Ella's Kitchen,24,Ella's Kitchen Ltd
1044,Seedballz,24,
1045,Dr Oetker,24,
1046,Magic Seasoning Blends,24,
1047,Honey Maid,24,Mondelez Global LLC
1048,Sechlers,24,
1049,Hobe Labs,24,
1050,About Time,24,
1051,Designer Greetings,24,Designer Greetings
1052,Ricola,24,Ricola Ltd.
1053,Ortega,24,B&G Foods
1054,Red Fork,24,
1055,Stubbs,24,
1056,Thayers,24,
1057,Bentley Organic,24,
1058,Spectrum Essential,24,
1059,Maranatha,24,"The Hain Celestial Group, Inc."
1060,Eco Me,24,
1061,Jones,24,Jones Soda Co.
1062,Kay's Naturals,24,
1063,Alpo,24,Nestle Purina PetCare Company
1064,Guylian,24,Guylian
1065,Saysi,24,
1066,Milk-bone,24,Del Monte Pet Products
1067,Chinet,24,Huhtamaki Food Service
1068,Smith Teamaker,24,
1069,St. Ives,24,Unilever Home And Personal Care USA
1070,Green's,24,Green's Ice Cream
1071,Sensodyne,24,"Glaxosmithkline Consumer Healthcare, Lp."
1072,Concord Foods,24,Concord Foods Inc
1073,Wholly Guacamole,24,Fresherized Foods
1074,Ginnybakes,24,ginnybakes
1075,Kaukauna,24,Bel/Kaukauna USA
1076,Orajel,24,Del Laboratories Inc.
1077,Noh Foods,23,
1078,Namaste Foods,23,Namaste Foods
1079,Summer Infant,23,
1080,Ultra Downy,23,Procter & Gamble Company
1081,Heluva Good,23,"HP Hood, LLC"
1082,Premier Protein,23,"Premier Protein, INC."
1083,Quorn,23,Quorn Foods Inc.
1084,Sony Music,23,Sony-Bmg
1085,Premio,23,Premio Foods
1086,Royal,23,The Jel Sert Company
1087,Garden Of Eatin,23,
1088,East Shore,23,
1089,Stayfree,23,"McNEIL-PPC, Inc."
1090,Stubb's,23,Stubb's Legendary Bar-B-Q
1091,Mead,23,Mead Products LLC
1092,La Choy,23,ConAgra Foods Inc.
1093,Designer Whey,23,
1094,Rold Gold,23,"Frito-Lay, Inc."
1095,Alka-seltzer Plus,23,Bayer HealthCare Consumer Care
1096,Coppertone,23,"MSD Consumer Care, Inc."
1097,Peeps,23,"Just Born, Inc."
1098,Idahoan,23,"Idahoan Foods, LLC"
1099,Aleve,23,Bayer HealthCare Consumer Care
1100,Giovanni,23,"Giovanni Cosmetics, Inc."
1101,Panda,23,Panda Oy Ab
1102,Delgrosso,23,"DelGrosso Foods, Inc."
1103,Organic Fiji,23,
1104,Produce Partners,23,
1105,Bartolini,23,Frantoio Oleario Bartolini & C. Snc
1106,Cherrybrook Kitchen,23,Cherrybrook Kitchen
1107,Snack Factory,23,Snack Factory Inc
1108,Bauducco,23,Pandurata Alimentos Ltda
1109,5,23,Wm. Wrigley Jr. Company
1110,Marco Polo,23,Adria Imports Inc
1111,Halls,23,Cadbury Adams USA LLC
1112,The Laughing Cow,23,Bel Brands USA
1113,Jolly Time,23,American Pop Corn Company
1114,Paper Mate,23,Newell Rubbermaid
1115,Dogswell,23,"Arthur Dogswell, Inc."
1116,Ferrara,23,Ferrara Foods
1117,Ayu Natural Beauty Care,23,
1118,Choice Tea,23,
1119,Santa Cruz Organic,23,Santa Cruz Natural
1120,World Centric,23,World Centric
1121,Tetley,23,"Tetley USA, Inc."
1122,Muscle Milk,23,"CytoSport, Inc."
1123,Arizona Natural Resource,23,
1124,Awrey,23,
1125,Tassos,23,
1126,Goldbaums,23,
1127,Good Greens,23,
1128,Reddi Gourmet,23,Central Food Corp
1129,Francesco Rinaldi,23,"LiDestri Foods, Inc"
1130,Ajax,22,Colgate-Palmolive Company
1131,Cracker Barrel,22,"Kraft Foods, Inc."
1132,Cedarlane,22,"Cedarlane Natural Foods, Inc."
1133,Klass,22,
1134,Othentic,22,"Othentic Foods, LLC."
1135,Hawaiian Host,22,
1136,Schulte,22,
1137,Flat Out,22,
1138,Rice-a-roni,22,The Quaker Oats Co. / Golden Grain
1139,Thompson Nutritional,22,
1140,Natural Sources,22,
1141,Hope Hummus,22,
1142,Dr Mcdougalls,22,
1143,Sobe,22,"South Beach Beverage Co., LLC"
1144,Late July,22,"Late July Snacks, LLC"
1145,P.f. Chang's,22,Unilever Bestfoods North America
1146,Miradent,22,
1147,Quaker Chewy,22,The Quaker Oats Company
1148,Liquid Health Products,22,
1149,Paesana,22,Paesana
1150,Omg,22,
1151,Rudi's,22,Rudi's Organic Bakery
1152,Ridgecrest Herbals,22,
1153,Lovely,22,
1154,Sunbird,22,
1155,Vidal Sassoon,22,Helen of Troy L.P.
1156,Growing Naturals,22,
1157,Organix,22,Vogue International
1158,Similasan,22,Similasan Corporation
1159,Pamelas,22,
1160,Boston Market,22,"Bellisio Foods, Inc."
1161,Ark Naturals,22,
1162,Wasa,22,Wasa North America LLC
1163,Think Thin,22,
1164,Johnnys Fine Foods,22,
1165,Proganix,22,Vogue International
1166,Manhattan,22,
1167,San Miguel,22,
1168,Abbey Farms,22,
1169,Salem Baking,22,
1170,Ka-me,22,Panos Brands LLC
1171,Nestle Toll House,22,Nestle USA Inc.
1172,Goody's,22,Medtech Products Inc.
1173,Garnier,22,Garnier Inc.
1174,Jays,22,"Snyder's-Lance, Inc."
1175,Mrs. Paul's,22,Pinnacle Foods Group LLC
1176,Snikiddy Snacks,22,
1177,Explore Asian,22,Opal S.Y. International
1178,Thunder Ridge Emu Products,22,
1179,Crunchies,22,
1180,Cracovia,22,
1181,Lean Pockets,22,Nestle USA Inc.
1182,Genisoy,22,Downright Healthy Foods LP
1183,Monster,22,Monster Energy Company
1184,Dr Browns,22,
1185,Saffron Road,22,American Halal Company Inc.
1186,Fifty 50,22,
1187,Stevita,22,
1188,Ty Ling,22,
1189,Premiere Moisson,22,
1190,Thinksport,22,
1191,Eden Organic,22,"Eden Foods, Inc."
1192,Newtons,22,Mondelez Global LLC
1193,Brita,22,27946cb0-2f07-11e0-b5f1-005056957023
1194,Wild Planet,21,Wild Planet Foods
1195,Luvs,21,Procter & Gamble Company
1196,Natures Dynamic,21,
1197,Paradise Herbs,21,
1198,Airborne,21,Reckitt Benckiser
1199,Palmer,21,R.M. Palmer Company
1200,Martinelli,21,
1201,La Molisana,21,
1202,Pilot,21,Pilot Corporation of America
1203,Monini,21,Italy Monini S.P.A.
1204,Old Bay,21,Old Bay
1205,Ultra Glandulars,21,
1206,Bellino,21,"Cento Fine Foods, Inc."
1207,Hershey's Kisses,21,The Hershey Company
1208,Jack Daniel's,21,H.J. Heinz Company
1209,Eden Foods,21,
1210,Margaritaville,21,Dr. Pepper Snapple Group
1211,Frontier Soup,21,
1212,Peaceful Mountain,21,
1213,Fire & Flavor,21,Fire & Flavor
1214,Shea Moisture,21,Sundial Brands
1215,Glutenfreedas,21,
1216,Progressive Laboratories,21,
1217,Marie's,21,"Ventura Foods, LLC."
1218,Walgreens,21,Walgreens Co.
1219,9ec01921-54b8-11e0-b059-005056957023,21,"Frito-Lay, Inc."
1220,Texas Pete,21,TW Garner Food Co
1221,Enfamil,21,"Mead Johnson & Company, LLC."
1222,Shenandoah's Pride,21,Dean Foods Company
1223,Murry's,21,Murry's
1224,Pond's,21,Unilever Home And Personal Care USA
1225,Triple Leaf Tea,21,"Triple Leaf Tea, Inc."
1226,Bloomsberry,21,
1227,Reny Picot,21,"Old Europe Cheese, Inc."
1228,Mri,21,
1229,Milky Way,21,"MARS Chocolate North America, LLC"
1230,Kuvzat,21,
1231,Olympos,21,
1232,Hoffman,21,
1233,Gillette Venus,21,Procter & Gamble Company
1234,Nylabone,21,Nylabone/T F H Publications Inc
1235,Salem Baking Co.,21,Salem Baking Co.
1236,Klondike,21,Unilever Bestfoods North America
1237,Mighty Leaf,21,Mighty Leaf Tea
1238,Furmano's,21,Furmano Foods
1239,Snapware,21,"World Kitchen, Inc"
1240,Chef Merito,21,
1241,Nasoya,21,Vitasoy USA Inc.
1242,Divine Chocolate,21,
1243,Stacy's,21,Stacy's Pita Chip Company Inc.
1244,Skippy,21,Unilever Bestfoods North America
1245,Act,21,"Chattem, Inc."
1246,Skittles,21,Wm. Wrigley Jr. Company
1247,Barbaras,21,
1248,Philips,21,Philips Consumer Lifestyle
1249,Desert Pepper,21,Desert Pepper Trading Co.
1250,Green Foods,21,
1251,Sergeant's,21,Sergeant's Pet Care Products Inc.
1252,Nelsons,21,"Nelson Bach USA, Ltd."
1253,Rachael Ray Nutrish,21,Ainsworth Pet Nutrition
1254,Oxylife Products,21,
1255,Golden,20,"Old Fashioned Kitchen, Inc."
1256,Tom Sturgis,20,"Tom Sturgis Pretzels, INC."
1257,Stonyfield Organic,20,Stonyfield Farm
1258,Seapoint Farms,20,Seapoint Farms
1259,College Inn,20,Del Monte Foods
1260,No Nonsense,20,Kayser-Roth Corporation
1261,Big G,20,"General Mills, Inc."
1262,Cosmos Creations,20,
1263,Adams & Brooks,20,
1264,La Boulangerie Bakery & Cafe,20,La Boulangerie Bakery & Cafe
1265,Seagram's,20,The Coca-Cola Company
1266,Q Tonic,20,Q Tonic
1267,Earth Balance,20,GFA Brands Inc.
1268,Jolly Rancher,20,The Hershey Company
1269,Ancient Secrets,20,Lotus Brands
1270,Neptune's Harvest Fertilizers,20,
1271,Icy Hot,20,"Chattem, Inc."
1272,Golden Dipt,20,
1273,Way Better Snacks,20,"Live Better Brands, Inc."
1274,Starburst,20,Wm. Wrigley Jr. Company
1275,Charmin Ultra Strong,20,Procter & Gamble Company
1276,Hengstenberg,20,Rich Hengstenberg
1277,Gnu Foods,20,Gnu Foods LLC
1278,Popsicle,20,Unilever Bestfoods North America
1279,Eight O'clock Coffee,20,Eight O'Clock Coffee
1280,Caress,20,Unilever Home And Personal Care USA
1281,Zebra,20,Zebra Pen Corp.
1282,Chapstick,20,Pfizer Consumer Healthcare
1283,Tic Tac,20,"Ferrero U.S.A., Incorporated"
1284,Hungry Jack,20,The J.M. Smucker Company
1285,Powell & Mahoney,20,"Powell & Mahoney, Ltd."
1286,Pamela's,20,Pamela's Products Inc.
1287,Kontos,20,Kontos Foods Inc.
1288,Di Bruno Bros,20,Di Bruno Bros Imports
1289,White Coffee,20,
1290,Ann's House,20,Ann's House of Nuts Inc.
1291,Rubschlager,20,Rubschlager Baking Corp
1292,Alter Eco,20,Alter Eco
1293,Bare Fruit,20,Bare Foods Co.
1294,Carols,20,
1295,Red Rose,20,"Redco Foods, Inc."
1296,French's,20,Reckitt Benckiser
1297,Ann's House Of Nuts,20,Ann's House of Nuts Inc.
1298,Dorot,20,
1299,Diet Pepsi,20,PepsiCo
1300,Popcorners,20,Medora Snacks LLC
1301,Bella,20,
1302,Blistex,20,Blistex Inc.
1303,Cococare,20,
1304,Quilted Northern,20,Georgia-Pacific Consumer Products LP
1305,Briannas,20,"Del Sol Food Company, Inc."
1306,Dunkin' Donuts,20,Dunkin' Donuts Inc
1307,Dr. Pepper,20,"Dr. Pepper/Seven Up, Inc."
1308,Auromere,20,
1309,Flintstones,20,Bayer HealthCare Consumer Care
1310,Brown & Haley,20,Brown & Haley
1311,Sunnyd,20,
1312,Cruz,20,
1313,Valley Lahvosh,20,
1314,Buitoni,20,Nestle USA Inc.
1315,Reach,20,Johnson & Johnson
1316,Vermont,20,B&G Foods
1317,Harris Teeter,20,Harris-teeter Inc.
